Time,HR,BR,Posture,Activity,Stress
09:20:13.427,87,31.0,-169,0.23,0.0285493613319152
09:20:14.427,88,32.4,-168,0.25,0.0284731296313711
09:20:15.427,88,32.4,-167,0.23,0.0284096792067998
09:20:16.427,88,34.0,-166,0.24,0.0283579535144974
09:20:17.427,88,34.0,-165,0.21,0.0283168487994016
09:20:18.427,88,35.1,-166,0.25,0.0282852185395233
09:20:19.427,89,35.1,-166,0.25,0.0282618780625863
09:20:20.427,89,37.0,-168,0.25,0.0282456093162841
09:20:21.427,90,37.0,-170,0.21,0.0282351657729472
09:20:22.427,90,39.0,-168,0.22,0.0282292774488694
09:20:23.427,91,39.0,-168,0.21,0.0282266560180845
09:20:24.427,91,40.5,-168,0.18,0.028226
09:20:25.427,94,40.5,-169,0.21,0.028226
09:20:26.427,97,41.5,-172,0.21,0.028226
09:20:27.427,98,41.5,-170,0.12,0.028226
09:20:28.427,99,42.5,-172,0.08,0.028226
09:20:29.427,98,42.5,-173,0.06,0.028226
09:20:30.427,98,42.7,-175,0.05,0.028226
09:20:31.427,94,42.7,-176,0.03,0.028226
09:20:32.427,90,42.6,-176,0.02,0.028226
09:20:33.427,86,42.6,-176,0.01,0.028226
09:20:34.427,88,42.3,-176,0.02,0.028226
09:20:35.427,90,42.3,-175,0.05,0.028226
09:20:36.427,91,41.4,-173,0.06,0.028226
09:20:37.427,92,41.4,-169,0.13,0.028226
09:20:38.427,95,40.2,-169,0.12,0.028226
09:20:39.427,97,40.2,-168,0.05,0.028226
09:20:40.427,97,38.0,-168,0.01,0.028226
09:20:41.427,93,38.0,-168,0.03,0.028226
09:20:42.427,90,35.4,-170,0.05,0.028226
09:20:43.427,87,35.4,-172,0.05,0.028226
09:20:44.427,83,33.1,-172,0.04,0.028226
09:20:45.427,82,33.1,-175,0.11,0.028226
09:20:46.427,81,31.0,-176,0.06,0.028226
09:20:47.427,81,31.0,-174,0.07,0.028226
09:20:48.427,81,29.1,-168,0.18,0.028226
09:20:49.427,81,29.1,-169,0.09,0.028226
09:20:50.427,82,27.4,-170,0.05,0.028226
09:20:51.427,82,27.4,-170,0.11,0.028226
09:20:52.427,82,26.1,-166,0.15,0.028226
09:20:53.427,84,26.1,-166,0.15,0.028226
09:20:54.427,86,25.0,-167,0.16,0.028226
09:20:55.427,90,25.0,-164,0.10,0.028226
09:20:56.427,90,24.3,-165,0.11,0.028226
09:20:57.427,92,24.3,-167,0.10,0.028226
09:20:58.427,91,24.0,-167,0.07,0.028226
09:20:59.427,92,24.0,-168,0.02,0.028226
09:21:00.427,93,23.7,-168,0.03,0.028226
09:21:01.427,93,23.7,-169,0.03,0.028226
09:21:02.427,89,24.3,-168,0.03,0.028226
09:21:03.427,86,24.3,-169,0.03,0.028226
09:21:04.427,87,24.6,-169,0.02,0.028226
09:21:05.427,88,24.6,-168,0.04,0.028226
09:21:06.427,88,25.1,-170,0.05,0.028226
09:21:07.427,89,25.1,-170,0.04,0.028226
09:21:08.427,90,25.6,-170,0.04,0.028226
09:21:09.427,92,25.6,-170,0.03,0.028226
09:21:10.427,92,26.3,-172,0.02,0.028226
09:21:11.427,93,26.3,-172,0.04,0.028226
09:21:12.427,92,26.7,-172,0.03,0.028226
09:21:13.427,91,26.7,-172,0.02,0.028226
09:21:14.427,91,27.0,-172,0.04,0.028226
09:21:15.427,91,27.0,-169,0.06,0.028226
09:21:16.427,89,27.3,-168,0.02,0.028226
09:21:17.427,87,27.3,-168,0.03,0.028226
09:21:18.427,88,27.3,-168,0.02,0.028226
09:21:19.427,90,27.3,-168,0.02,0.028226
09:21:20.427,91,27.9,-165,0.13,0.028226
09:21:21.427,90,27.9,-165,0.20,0.028226
09:21:22.427,91,28.1,-166,0.22,0.028226
09:21:23.427,91,28.1,-168,0.23,0.028226
09:21:24.427,92,28.6,-168,0.19,0.028226
09:21:25.427,92,28.6,-169,0.24,0.028226
09:21:26.427,93,29.0,-157,0.40,0.028226
09:21:27.427,93,29.0,-159,0.27,0.028226
09:21:28.427,93,29.1,-159,0.25,0.028226
09:21:29.427,96,29.1,-163,0.20,0.028226
09:21:30.427,96,29.2,-168,0.23,0.028226
09:21:31.427,98,29.2,-169,0.16,0.028226
09:21:32.427,99,29.3,-169,0.16,0.028226
09:21:33.427,99,29.3,-172,0.16,0.028226
09:21:34.427,99,29.7,-171,0.13,0.028226
09:21:35.427,98,29.7,-169,0.14,0.028226
09:21:36.427,97,30.3,-172,0.15,0.028226
09:21:37.427,96,30.3,-170,0.09,0.028226
09:21:38.427,95,31.0,169,0.10,0.028226
09:21:39.427,93,31.0,172,0.08,0.028226
09:21:40.427,92,28.2,172,0.01,0.028226
09:21:41.427,89,28.2,170,0.02,0.028226
09:21:42.427,88,26.0,170,0.02,0.028226
09:21:43.427,88,26.0,169,0.01,0.028226
09:21:44.427,89,24.0,169,0.01,0.028226
09:21:45.427,91,24.0,169,0.01,0.028226
09:21:46.427,93,22.2,170,0.02,0.028226
09:21:47.427,96,22.2,170,0.01,0.028226
09:21:48.427,94,20.9,172,0.05,0.028226
09:21:49.427,90,20.9,-170,0.11,0.028226
09:21:50.427,88,20.0,-169,0.12,0.028226
09:21:51.427,88,20.0,-170,0.13,0.028226
09:21:52.427,89,19.5,-171,0.09,0.028226
09:21:53.427,90,19.5,-170,0.03,0.028226
09:21:54.427,89,19.4,-172,0.02,0.028226
09:21:55.427,90,19.4,-171,0.02,0.028226
09:21:56.427,89,19.5,-171,0.02,0.028226
09:21:57.427,88,19.5,-171,0.02,0.028226
09:21:58.427,86,20.0,-172,0.01,0.028226
09:21:59.427,85,20.0,-170,0.02,0.028226
09:22:00.427,87,20.4,-170,0.01,0.028226
09:22:01.427,87,20.4,-172,0.02,0.028226
09:22:02.427,87,20.4,-172,0.01,0.028226
09:22:03.427,86,20.4,-172,0.01,0.028226
09:22:04.427,86,20.5,-170,0.01,0.028226
09:22:05.427,87,20.5,-172,0.01,0.028226
09:22:06.427,87,20.8,-172,0.01,0.028226
09:22:07.427,87,20.8,-172,0.01,0.028226
09:22:08.427,85,21.1,-172,0.01,0.028226
09:22:09.427,81,21.1,-170,0.01,0.028226
09:22:10.427,80,21.4,-170,0.01,0.028226
09:22:11.427,79,21.4,-170,0.01,0.028226
09:22:12.427,80,21.4,-170,0.02,0.028226
09:22:13.427,84,21.4,-169,0.08,0.028226
09:22:14.427,89,21.3,-170,0.15,0.028226
09:22:15.427,93,21.3,-169,0.11,0.028226
09:22:16.427,97,21.6,-170,0.12,0.028226
09:22:17.427,99,21.6,-170,0.09,0.028226
09:22:18.427,95,21.8,169,0.11,0.028226
09:22:19.427,91,21.8,169,0.13,0.028226
09:22:20.427,88,21.8,169,0.12,0.028226
09:22:21.427,86,21.8,169,0.13,0.028226
09:22:22.427,85,22.0,-171,0.13,0.028226
09:22:23.427,86,22.0,-168,0.16,0.028226
09:22:24.427,87,22.5,-169,0.12,0.028226
09:22:25.427,88,22.5,-166,0.10,0.028226
09:22:26.427,89,22.9,168,0.09,0.028226
09:22:27.427,89,22.9,-167,0.12,0.028226
09:22:28.427,90,23.3,-170,0.19,0.028226
09:22:29.427,92,23.3,-172,0.12,0.028226
09:22:30.427,93,24.0,-170,0.15,0.028226
09:22:31.427,93,24.0,-172,0.14,0.028226
09:22:32.427,95,24.9,-170,0.12,0.028226
09:22:33.427,98,24.9,-170,0.13,0.028226
09:22:34.427,98,25.7,-172,0.10,0.028226
09:22:35.427,97,25.7,-170,0.11,0.028226
09:22:36.427,95,26.1,173,0.12,0.028226
09:22:37.427,95,26.1,-170,0.11,0.028226
09:22:38.427,94,26.8,-172,0.13,0.028226
09:22:39.427,94,26.8,-170,0.03,0.028226
09:22:40.427,94,27.4,-170,0.01,0.028226
09:22:41.427,93,27.4,170,0.01,0.028226
09:22:42.427,91,27.7,170,0.01,0.028226
09:22:43.427,89,27.7,170,0.01,0.028226
09:22:44.427,88,27.9,170,0.01,0.028226
09:22:45.427,88,27.9,170,0.01,0.028226
09:22:46.427,88,27.8,170,0.01,0.028226
09:22:47.427,89,27.8,170,0.01,0.028226
09:22:48.427,87,27.7,170,0.01,0.028226
09:22:49.427,87,27.7,169,0.04,0.028226
09:22:50.427,90,27.4,172,0.09,0.028226
09:22:51.427,93,27.4,173,0.02,0.0282275580683715
09:22:52.427,94,26.7,173,0.02,0.0282337840680663
09:22:53.427,93,26.7,173,0.01,0.028247769065924
09:22:54.427,90,26.2,173,0.01,0.0282725728860374
09:22:55.427,87,26.2,173,0.01,0.0283112117889201
09:22:56.427,85,25.7,173,0.01,0.0283666463260909
09:22:57.427,85,25.7,172,0.02,0.0284417694189769
09:22:58.427,88,24.6,-172,0.01,0.0285393947101403
09:22:59.427,92,24.6,-172,0.01,0.0286622452337329
09:23:00.427,89,23.9,-172,0.01,0.0288129424507987
09:23:01.427,85,23.9,-172,0.01,0.0289939956935753
09:23:02.427,82,23.7,-172,0.01,0.0292077920612987
09:23:03.427,79,23.7,-172,0.01,0.0294565868081973
09:23:04.427,77,23.4,-172,0.01,0.029742494262379
09:23:05.427,76,23.4,-172,0.01,0.0300674793121781
09:23:06.427,75,23.5,-172,0.01,0.0304333494942437
09:23:07.427,74,23.5,-172,0.01,0.0308417477152272
09:23:08.427,75,23.5,-172,0.01,0.0312941456363774
09:23:09.427,74,23.5,-172,0.01,0.03179183774768
09:23:10.427,75,23.6,-172,0.02,0.0323359361554033
09:23:11.427,75,23.6,-172,0.01,0.0329273661040384
09:23:12.427,74,23.6,-172,0.01,0.0335668622506669
09:23:13.427,73,23.6,-172,0.01,0.0342549657067557
09:23:14.427,73,23.6,-172,0.01,0.0349920218592918
09:23:15.427,75,23.6,-172,0.01,0.0357781789800316
09:23:16.427,78,24.0,-172,0.01,0.0366133876284622
09:23:17.427,80,24.0,-172,0.01,0.0374974008508811
09:23:18.427,82,24.3,-172,0.01,0.0384297751747917
09:23:19.427,80,24.3,-172,0.01,0.0394098723946103
09:23:20.427,77,24.5,-172,0.01,0.0404368621414952
09:23:21.427,75,24.5,-172,0.01,0.0415097252269482
09:23:22.427,75,24.8,-172,0.01,0.0426272577467278
09:23:23.427,76,24.8,-172,0.01,0.043788075928546
09:23:24.427,76,25.0,-172,0.01,0.0449906217040312
09:23:25.427,76,25.0,-172,0.02,0.0462331689825198
09:23:26.427,78,24.9,-172,0.09,0.0475138306014136
09:23:27.427,79,24.9,-169,0.10,0.0488305659251179
09:23:28.427,82,24.8,-171,0.14,0.0501811890619609
09:23:29.427,86,24.8,-170,0.16,0.0515633776660076
09:23:30.427,87,25.0,-170,0.14,0.0529746822883275
09:23:31.427,89,25.0,-170,0.11,0.0544125362400607
09:23:32.427,90,25.5,-168,0.11,0.0558742659275682
09:23:33.427,92,25.5,-170,0.10,0.05735710161805
09:23:34.427,92,26.0,-168,0.10,0.0588581885922813
09:23:35.427,92,26.0,-170,0.11,0.0603745986395591
09:23:36.427,92,26.1,-168,0.11,0.0619033418485736
09:23:37.427,92,26.1,-169,0.08,0.0634413786467256
09:23:38.427,94,26.4,169,0.05,0.0649856320394127
09:23:39.427,96,26.4,170,0.02,0.066533
09:23:40.427,98,26.8,170,0.02,0.0680803679605873
09:23:41.427,100,26.8,170,0.02,0.0696246213532744
09:23:42.427,100,27.1,170,0.02,0.0711626581514264
09:23:43.427,97,27.1,172,0.03,0.0726914013604409
09:23:44.427,95,27.4,172,0.03,0.0742078114077187
09:23:45.427,95,27.4,170,0.03,0.07570889838195
09:23:46.427,96,28.0,170,0.02,0.0771917340724318
09:23:47.427,96,28.0,172,0.05,0.0786534637599393
09:23:48.427,92,28.2,172,0.03,0.0800905796557383
09:23:49.427,89,28.2,173,0.02,0.0814989350262123
09:23:50.427,84,28.3,172,0.05,0.0828744989462293
09:23:51.427,84,28.3,172,0.11,0.0842133725302549
09:23:52.427,85,28.5,172,0.12,0.0855118046317881
09:23:53.427,85,28.5,172,0.08,0.0867662069479043
09:23:54.427,86,28.6,-170,0.13,0.0879731684680847
09:23:55.427,88,28.6,172,0.12,0.0891294692091519
09:23:56.427,90,28.8,-170,0.10,0.0902320931810056
09:23:57.427,87,28.8,-172,0.13,0.09127824053095
09:23:58.427,84,28.9,-173,0.16,0.0922653388177129
09:23:59.427,81,28.9,-172,0.09,0.0931910533697584
09:24:00.427,80,29.0,170,0.05,0.0940532966861855
09:24:01.427,80,29.0,170,0.01,0.094850236842357
09:24:02.427,83,28.8,170,0.02,0.0955803048664138
09:24:03.427,82,28.8,170,0.01,0.0962422010569709
09:24:04.427,81,28.3,170,0.01,0.0968349002165556
09:24:05.427,81,28.3,170,0.01,0.0973576557797167
09:24:06.427,82,27.9,170,0.01,0.0978100028191792
09:24:07.427,82,27.9,170,0.01,0.0981917599179433
09:24:08.427,81,27.5,170,0.01,0.0985030298997856
09:24:09.427,82,27.5,172,0.01,0.0987441994152249
09:24:10.427,82,26.9,172,0.01,0.0989159373846165
09:24:11.427,81,26.9,172,0.01,0.0990191923046463
09:24:12.427,79,26.3,170,0.01,0.0990551884290692
09:24:13.427,77,26.3,170,0.01,0.0990254208390717
09:24:14.427,75,25.8,170,0.01,0.098931649423107
09:24:15.427,76,25.8,170,0.01,0.098775891790446
09:24:16.427,78,25.3,172,0.08,0.0985604151469766
09:24:17.427,82,25.3,173,0.05,0.0982877271659655
09:24:18.427,87,24.6,174,0.02,0.0979605658905436
09:24:19.427,90,24.6,174,0.01,0.0975818887085721
09:24:20.427,88,23.6,173,0.02,0.097154860444286
09:24:21.427,85,23.6,173,0.01,0.0966828406146632
09:24:22.427,81,23.1,173,0.01,0.096169369901836
09:24:23.427,80,23.1,173,0.01,0.0956181558960134
09:24:24.427,81,22.9,173,0.01,0.0950330581663241
09:24:25.427,83,22.9,172,0.02,0.0944180727196937
09:24:26.427,83,22.7,172,0.01,0.0937773159103352
09:24:27.427,83,22.7,172,0.01,0.0931150078646436
09:24:28.427,82,22.5,172,0.01,0.0924354554882361
09:24:29.427,84,22.5,172,0.02,0.0917430351235635
09:24:30.427,86,22.4,172,0.01,0.0910406168595522
09:24:31.427,81,22.4,172,0.01,0.0903295529747687
09:24:32.427,76,22.2,173,0.01,0.0896112305606433
09:24:33.427,74,22.2,173,0.01,0.0888870659361418
09:24:34.427,72,22.1,173,0.01,0.0881584989447494
09:24:35.427,76,22.1,173,0.01,0.087426987156729
09:24:36.427,80,21.7,173,0.01,0.086694
09:24:37.427,84,21.7,173,0.01,0.0859617508992052
09:24:38.427,86,21.6,173,0.06,0.0852331883630307
09:24:39.427,87,21.6,170,0.07,0.084511246055668
09:24:40.427,88,21.9,172,0.02,0.083798830983984
09:24:41.427,88,21.9,172,0.01,0.0830988117920297
09:24:42.427,89,21.8,172,0.01,0.0824140072100238
09:24:43.427,89,21.8,172,0.02,0.0817471747043206
09:24:44.427,90,21.7,170,0.07,0.081100999374066
09:24:45.427,93,21.7,172,0.12,0.0804780831392515
09:24:46.427,93,21.7,169,0.11,0.0798809342637003
09:24:47.427,91,21.7,-170,0.08,0.0793119572551743
09:24:48.427,89,21.9,-169,0.08,0.0787734431832698
09:24:49.427,85,21.9,-169,0.02,0.0782675604540893
09:24:50.427,84,21.8,-169,0.02,0.077796346078835
09:24:51.427,84,21.8,168,0.03,0.077361697471484
09:24:52.427,86,21.7,-168,0.02,0.0769653648085713
09:24:53.427,87,21.7,-170,0.04,0.0766089439818476
09:24:54.427,89,21.7,170,0.06,0.0762938701721854
09:24:55.427,89,21.7,-168,0.10,0.076021412070613
09:24:56.427,86,21.6,168,0.10,0.075792666769743
09:24:57.427,87,21.6,167,0.05,0.0756078993077467
09:24:58.427,91,21.5,168,0.03,0.0754665416011386
09:24:59.427,90,21.5,168,0.01,0.0753678507706696
09:25:00.427,85,21.5,168,0.01,0.0753109121326396
09:25:01.427,82,21.5,168,0.01,0.0752946428820053
09:25:02.427,80,21.5,168,0.01,0.0753177964524547
09:25:03.427,77,21.5,169,0.02,0.0753789675358891
09:25:04.427,69,21.1,-170,0.04,0.0754765977411033
09:25:05.427,67,21.1,-168,0.08,0.0756089818688765
09:25:06.427,70,20.8,-169,0.07,0.0757742747782081
09:25:07.427,73,20.8,-168,0.05,0.0759704988160489
09:25:08.427,76,20.5,-167,0.02,0.0761955517806124
09:25:09.427,80,20.5,-167,0.02,0.0764472153861989
09:25:10.427,83,20.3,168,0.01,0.0767231641954497
09:25:11.427,85,20.3,168,0.02,0.077020974983062
09:25:12.427,85,20.1,170,0.03,0.0773381364932622
09:25:13.427,79,20.1,170,0.02,0.0776720595517467
09:25:14.427,76,19.6,-170,0.02,0.0780200874913726
09:25:15.427,74,19.6,-172,0.01,0.0783795068496192
09:25:16.427,72,19.4,172,0.01,0.0787475582947433
09:25:17.427,72,19.4,-172,0.01,0.0791214477366345
09:25:18.427,73,19.0,-172,0.01,0.07949835757763
09:25:19.427,74,19.0,-172,0.01,0.0798754580579859
09:25:20.427,74,18.6,-172,0.02,0.0802499186503207
09:25:21.427,74,18.6,-169,0.05,0.0806189194571502
09:25:22.427,74,18.5,-171,0.10,0.0809796625656197
09:25:23.427,73,18.5,-170,0.16,0.081329383313711
09:25:24.427,76,18.8,-170,0.16,0.0816653614225612
09:25:25.427,77,18.8,-172,0.17,0.0819849319500648
09:25:26.427,76,19.3,-170,0.15,0.0822854960216559
09:25:27.427,76,19.3,-168,0.14,0.0825652693509921
09:25:28.427,77,19.8,-168,0.04,0.0828232894246466
09:25:29.427,80,19.8,-169,0.03,0.0830586813218753
09:25:30.427,84,20.2,-170,0.01,0.0832720552912964
09:25:31.427,84,20.2,-170,0.01,0.0834655042936343
09:25:32.427,82,20.6,-168,0.07,0.0836412015204234
09:25:33.427,83,20.6,-171,0.12,0.083801391643333
09:25:34.427,85,21.5,-170,0.13,0.0839483817756664
09:25:35.427,88,21.5,-170,0.15,0.0840845321824303
09:25:36.427,90,22.3,-170,0.17,0.0842122467763803
09:25:37.427,90,22.3,-170,0.14,0.0843339634383129
09:25:38.427,90,23.7,-169,0.14,0.08445214420058
09:25:39.427,89,23.7,-170,0.10,0.0845692653333531
09:25:40.427,90,24.9,-169,0.04,0.0846878073735582
09:25:41.427,89,24.9,-169,0.01,0.0848102451366283
09:25:42.427,88,25.7,-169,0.01,0.0849390377512953
09:25:43.427,85,25.7,170,0.02,0.0850766187575468
09:25:44.427,80,26.2,170,0.01,0.0852253863076193
09:25:45.427,81,26.2,170,0.01,0.0853876935094854
09:25:46.427,81,26.2,170,0.01,0.0855658389517188
09:25:47.427,82,26.2,-170,0.01,0.0857620574478892
09:25:48.427,82,26.0,-170,0.01,0.0859785110377569
09:25:49.427,80,26.0,-170,0.01,0.0862172802815016
09:25:50.427,80,26.4,-170,0.01,0.0864803558820413
09:25:51.427,78,26.4,-170,0.01,0.0867696306691736
09:25:52.427,76,26.5,-170,0.01,0.0870868919778189
09:25:53.427,76,26.5,-170,0.01,0.0874338144510527
09:25:54.427,75,26.2,-170,0.01,0.0878119532969099
09:25:55.427,76,26.2,-170,0.01,0.0882262641894084
09:25:56.427,76,25.7,-170,0.01,0.0886850833137998
09:25:57.427,75,25.7,-170,0.01,0.0891965676363944
09:25:58.427,75,24.9,-170,0.01,0.0897686620593374
09:25:59.427,75,24.9,-170,0.01,0.0904090674292917
09:26:00.427,75,24.2,-170,0.01,0.0911252095288468
09:26:01.427,75,24.2,-170,0.01,0.0919242091755125
09:26:02.427,75,23.9,-170,0.01,0.0928128535487008
09:26:03.427,76,23.9,-170,0.01,0.0937975688601493
09:26:04.427,77,23.9,-170,0.01,0.094884394477835
09:26:05.427,77,23.9,-170,0.01,0.0960789586075707
09:26:06.427,78,23.6,-170,0.01,0.0973864556302072
09:26:07.427,78,23.6,-170,0.01,0.098811625185694
09:26:08.427,79,24.0,-170,0.01,0.100358733088223
09:26:09.427,80,24.0,-170,0.01,0.1020315541493
09:26:10.427,79,24.0,-170,0.01,0.103833356977911
09:26:11.427,77,24.0,-170,0.01,0.105766890818986
09:26:12.427,77,24.0,-170,0.01,0.107834374483165
09:26:13.427,76,24.0,-170,0.01,0.110037487412423
09:26:14.427,76,24.0,-170,0.01,0.112377362917556
09:26:15.427,76,24.0,-170,0.01,0.114854583614738
09:26:16.427,76,24.3,-170,0.01,0.117468441023592
09:26:17.427,76,24.3,-170,0.01,0.120216938419996
09:26:18.427,77,24.2,-170,0.01,0.12309753693212
09:26:19.427,77,24.2,-170,0.01,0.126107165763562
09:26:20.427,76,24.2,-170,0.01,0.129242234558367
09:26:21.427,75,24.2,-170,0.01,0.13249864785812
09:26:22.427,74,24.2,-170,0.01,0.135871821592913
09:26:23.427,75,24.2,-170,0.01,0.139356701539774
09:26:24.427,77,24.2,-170,0.01,0.142947783674243
09:26:25.427,77,24.2,-170,0.01,0.146639136333133
09:26:26.427,78,24.2,-170,0.01,0.150424424099246
09:26:27.427,77,24.2,-170,0.01,0.154296933311859
09:26:28.427,76,23.9,-170,0.01,0.158249599100271
09:26:29.427,77,23.9,-170,0.01,0.162275033831539
09:26:30.427,77,23.6,-170,0.01,0.16636555685787
09:26:31.427,79,23.6,-170,0.01,0.170513225443882
09:26:32.427,80,23.3,-170,0.01,0.17470986674919
